"","municipality","code","DP","state","year","eb_ntp","eb_nmr","eb_ndvr","eb_npir","eb_nubr","nimr","Litr","nmpr","nmrpr"
"203","Bagadó",27073,27,"Chocó",2003,9999.37959458394,9998.52440956009,NA,NA,91.3785332782052,NA,NA,NA,NA
"204","Sogamoso",15759,15,"Boyacá",2003,9997.54806317863,9997.19543665673,NA,NA,90.0385182654157,NA,NA,NA,NA
"205","Entrerríos",5264,5,"Antioquia",2003,9995.687888583,9997.91239178257,NA,NA,91.0096422938816,NA,NA,NA,NA
"206","Chitaraque",15185,15,"Boyacá",2003,9999.27631615052,9997.1603220711,NA,NA,93.6689274284645,NA,NA,NA,NA
"207","Cantagallo",13160,13,"Bolívar",2003,9998.73347000452,9997.98910789783,NA,NA,91.8182304941896,NA,NA,NA,NA
"208","Tasco",15790,15,"Boyacá",2003,9999.28432443297,9998.24520864603,NA,NA,93.4703954206235,NA,NA,NA,NA
"209","El Rosario",52256,52,"Nariño",2003,9999.65995802251,9996.54377878759,NA,NA,92.8159967844367,NA,NA,NA,NA
"210","El Carmen de Chucurí",68235,68,"Santander",2003,9998.92230931582,9998.24069245771,NA,NA,93.3390719908664,NA,NA,NA,NA
"211","Apía",66045,66,"Risaralda",2003,9998.36766712777,9991.55964838685,NA,NA,93.0643127364439,NA,NA,NA,NA
"212","Taminango",52786,52,"Nariño",2003,9999.20739953349,9996.10813993755,NA,NA,93.7126212210772,NA,NA,NA,NA
"213","Santa Helena del Opón",68720,68,"Santander",2003,9998.118971228,9997.06935186675,NA,NA,93.68782809982,NA,NA,NA,NA
"214","Guaitarilla",52320,52,"Nariño",2003,9999.72691682456,9997.35129097974,NA,NA,93.1642736230537,NA,NA,NA,NA
"215","Cáqueza",25151,25,"Cundinamarca",2003,9998.17410930303,9999.13608263949,NA,NA,90.1380126429868,NA,NA,NA,NA
"216","Puerto Colombia",8573,8,"Atlántico",2003,9988.68300689832,9996.4706525526,NA,NA,93.4908490787569,NA,NA,NA,NA
"217","Floresta",15276,15,"Boyacá",2003,9997.98659432453,9999.0969528578,NA,NA,91.9577887766737,NA,NA,NA,NA
"218","Mapiripana",94663,94,"Guainía",2003,9997.93923692887,9999.41121055111,NA,NA,97.0960722061051,NA,NA,NA,NA
"219","El Espino",15248,15,"Boyacá",2003,9999.00393519373,9998.95750112105,NA,NA,92.9836200290445,NA,NA,NA,NA
"220","Calarcá",63130,63,"Quindio",2003,9997.19672435013,9994.62081050763,NA,NA,92.982245681382,NA,NA,NA,NA
"221","Cómbita",15204,15,"Boyacá",2003,9999.52617058127,9996.90838104958,NA,NA,92.9912361308433,NA,NA,NA,NA
"222","Polonuevo",8558,8,"Atlántico",2003,9988.62331936966,9996.79771292702,NA,NA,93.1910400789907,NA,NA,NA,NA
"223","Ariguaní",47058,47,"Magdalena",2003,9999.74070812706,9997.94656839345,NA,NA,95.8083373673599,NA,NA,NA,NA
"224","Encino",68264,68,"Santander",2003,9997.05764830261,9996.48936021545,NA,NA,94.1862174960395,NA,NA,NA,NA
"225","Enciso",68266,68,"Santander",2003,9997.94000577185,9997.88758878846,NA,NA,93.5323851209893,NA,NA,NA,NA
"226","Envigado",5266,5,"Antioquia",2003,9996.56532010457,9996.17581850587,NA,NA,91.0747668445377,NA,NA,NA,NA
"227","Espinal",73268,73,"Tolima",2003,9996.50034428679,9997.3934818846,NA,NA,95.4405553742043,NA,NA,NA,NA
"228","Falan",73270,73,"Tolima",2003,9998.19549171985,9995.71212785004,NA,NA,94.5196410924747,NA,NA,NA,NA
"229","Filadelfia",17272,17,"Caldas",2003,9999.43439537837,9987.46716880325,NA,NA,95.1235217397519,NA,NA,NA,NA
"230","Filandia",63272,63,"Quindio",2003,9996.69179842333,9995.28473578219,NA,NA,92.982245681382,NA,NA,NA,NA
"231","Flandes",73275,73,"Tolima",2003,9989.75643156961,9997.50340907493,NA,NA,95.109294490586,NA,NA,NA,NA
"232","Florencia",19290,19,"Cauca",2003,9999.43333218299,9996.74502232425,NA,NA,93.5527585781231,NA,NA,NA,NA
"233","Florida",76275,76,"Valle del Cauca",2003,9997.96892327774,9985.83208075811,NA,NA,92.5863798575822,NA,NA,NA,NA
"234","Floridablanca",68276,68,"Santander",2003,9985.49049779799,9997.81590739793,NA,NA,94.7374004667745,NA,NA,NA,NA
"235","Fonseca",44279,44,"La Guajira",2003,9998.94691960161,9993.96970910107,NA,NA,92.8231447446234,NA,NA,NA,NA
"236","Fortul",81300,81,"Arauca",2003,9999.73593095305,9984.24661742963,NA,NA,96.0895309386064,NA,NA,NA,NA
"237","Fosca",25281,25,"Cundinamarca",2003,9998.43364855027,9998.01247322978,NA,NA,92.1659693324946,NA,NA,NA,NA
"238","Coper",15212,15,"Boyacá",2003,9999.05219182251,9997.55980221384,NA,NA,93.0674012435661,NA,NA,NA,NA
"239","Fredonia",5282,5,"Antioquia",2003,9993.88327473303,9994.81916409883,NA,NA,91.4600422818043,NA,NA,NA,NA
"240","Fresno",73283,73,"Tolima",2003,9998.81058879731,9993.61735607808,NA,NA,95.476121856096,NA,NA,NA,NA
"241","Frontino",5284,5,"Antioquia",2003,9997.98246578945,9995.64553734075,NA,NA,93.0415928221908,NA,NA,NA,NA
"242","Alto Baudó",27025,27,"Chocó",2003,9999.7845351914,9999.38319148084,NA,NA,89.6455357992069,NA,NA,NA,NA
"243","Funza",25286,25,"Cundinamarca",2003,9976.57133106081,9997.55715976212,NA,NA,89.8865598330719,NA,NA,NA,NA
"244","Galeras",70235,70,"Sucre",2003,9997.4318147517,9989.79999051088,NA,NA,91.8620092442249,NA,NA,NA,NA
"245","Gama",25299,25,"Cundinamarca",2003,9993.56992830471,9978.75055075548,NA,NA,91.2578016111516,NA,NA,NA,NA
"246","Gamarra",20295,20,"Cesar",2003,9998.21302025157,9997.00678045713,NA,NA,94.475390981666,NA,NA,NA,NA
"247","Gigante",41306,41,"Huila",2003,9993.40607611534,9994.06328737787,NA,NA,95.6549612012183,NA,NA,NA,NA
"248","Ginebra",76306,76,"Valle del Cauca",2003,9992.53859873327,9991.15296213658,NA,NA,92.5863798575822,NA,NA,NA,NA
"249","Giraldo",5306,5,"Antioquia",2003,9993.34301384864,9992.47343867398,NA,NA,92.1278027178357,NA,NA,NA,NA
"250","Girardot",25307,25,"Cundinamarca",2003,9958.00830626085,9996.86857930286,NA,NA,92.9009365229346,NA,NA,NA,NA
"251","Girardota",5308,5,"Antioquia",2003,9995.67223926835,9995.77278426371,NA,NA,92.5227750731474,NA,NA,NA,NA
"252","Guacamayas",15317,15,"Boyacá",2003,9998.73012395283,9998.58667097697,NA,NA,91.7198674692672,NA,NA,NA,NA
"253","Gramalote",54313,54,"Norte de Santander",2003,9998.38999918459,9996.21181865186,NA,NA,95.2470512649044,NA,NA,NA,NA
"254","Granada",5313,5,"Antioquia",2003,9997.87808406751,9937.58457823886,NA,NA,91.4882711133877,NA,NA,NA,NA
"255","Granada",25312,25,"Cundinamarca",2003,9993.20699806607,9998.02133639616,NA,NA,89.7845675889175,NA,NA,NA,NA
"256","Granada",50313,50,"Meta",2003,9999.54634412897,9993.27162576284,NA,NA,95.885072304949,NA,NA,NA,NA
"257","Guaca",68318,68,"Santander",2003,9997.40157030412,9997.59938559334,NA,NA,93.8422448326921,NA,NA,NA,NA
"258","Ponedera",8560,8,"Atlántico",2003,9996.53546488571,9996.42962913827,NA,NA,93.4492762789876,NA,NA,NA,NA
"259","Guadalupe",5315,5,"Antioquia",2003,9993.71820332474,9991.94567553042,NA,NA,91.111064493648,NA,NA,NA,NA
"260","Guadalupe",41319,41,"Huila",2003,9995.25218242955,9994.5320257525,NA,NA,95.6058077875779,NA,NA,NA,NA
"261","Guadalupe",68320,68,"Santander",2003,9996.90354721052,9997.36360878549,NA,NA,93.675160474081,NA,NA,NA,NA
"262","Guaduas",25320,25,"Cundinamarca",2003,9989.52605560027,9996.68198483247,NA,NA,94.8826793006082,NA,NA,NA,NA
"263","Guamal",47318,47,"Magdalena",2003,9999.69818955312,9998.58748655935,NA,NA,93.7692820159116,NA,NA,NA,NA
"264","Guamal",50318,50,"Meta",2003,9998.79317232054,9989.72673478898,NA,NA,94.9265453329796,NA,NA,NA,NA
"265","Guamo",73319,73,"Tolima",2003,9998.36908838452,9994.69459067211,NA,NA,94.9115561157765,NA,NA,NA,NA
"266","Providencia",52565,52,"Nariño",2003,9999.65572279092,9998.27767482653,NA,NA,93.5565966175269,NA,NA,NA,NA
"267","Guaranda",70265,70,"Sucre",2003,9999.59465023786,9998.91808727008,NA,NA,93.0528417880174,NA,NA,NA,NA
"268","Guarne",5318,5,"Antioquia",2003,9997.84635528948,9993.04827773033,NA,NA,91.6215899543906,NA,NA,NA,NA
"269","Guasca",25322,25,"Cundinamarca",2003,9996.7905566419,9996.54310617002,NA,NA,88.6907779767901,NA,NA,NA,NA
"270","Guatavita",25326,25,"Cundinamarca",2003,9993.29646166016,9999.341729541,NA,NA,88.8661315438957,NA,NA,NA,NA
"271","El Cantón San Pablo",27135,27,"Chocó",2003,9999.13095633252,9999.06501077659,NA,NA,90.1224806838024,NA,NA,NA,NA
"272","Guayabetal",25335,25,"Cundinamarca",2003,9996.28875853675,9997.43755305366,NA,NA,91.6858585844006,NA,NA,NA,NA
"273","Betéitiva",15092,15,"Boyacá",2003,9998.7901978821,9998.67200161642,NA,NA,92.5020935192154,NA,NA,NA,NA
"274","Hato",68344,68,"Santander",2003,9996.72905845112,9996.36114117375,NA,NA,93.573550215408,NA,NA,NA,NA
"275","Jamundí",76364,76,"Valle del Cauca",2003,9999.82299940764,9992.25160232461,NA,NA,92.5863798575822,NA,NA,NA,NA
"276","Hatonuevo",44378,44,"La Guajira",2003,9999.31951842623,9998.10805599107,NA,NA,91.6543025175357,NA,NA,NA,NA
"277","Heliconia",5347,5,"Antioquia",2003,9990.02233577851,9993.47401144792,NA,NA,91.3075537118627,NA,NA,NA,NA
"278","Herveo",73347,73,"Tolima",2003,9993.19223367503,9984.04154188035,NA,NA,94.1927448418566,NA,NA,NA,NA
"279","Hispania",5353,5,"Antioquia",2003,9995.14111606018,9995.69712867611,NA,NA,91.4447162592843,NA,NA,NA,NA
"280","Hobo",41349,41,"Huila",2003,9986.95856225974,9994.87998647507,NA,NA,95.5599856510014,NA,NA,NA,NA
"281","Honda",73349,73,"Tolima",2003,9995.51559916636,9991.04645288567,NA,NA,94.8561081512115,NA,NA,NA,NA
"282","Icononzo",73352,73,"Tolima",2003,9999.32487508486,9990.08713078286,NA,NA,94.7254895907453,NA,NA,NA,NA
"283","Isnos",41359,41,"Huila",2003,9997.75458570157,9983.00593692621,NA,NA,95.5814734560503,NA,NA,NA,NA
"284","Ituango",5361,5,"Antioquia",2003,9999.37631530258,9990.15965553663,NA,NA,91.9056907105939,NA,NA,NA,NA
"285","Acandí",27006,27,"Chocó",2003,9999.47334262214,9998.69632710458,NA,NA,91.7480214616509,NA,NA,NA,NA
"286","San Sebastián",19693,19,"Cauca",2003,9999.71358113489,9997.70635288746,NA,NA,91.7123178500342,NA,NA,NA,NA
"287","Jericó",15368,15,"Boyacá",2003,9999.10824767966,9995.01975439068,NA,NA,92.929016791115,NA,NA,NA,NA
"288","Pacoa",97511,97,"Vaupés",2003,9999.47685064086,9999.47685064086,NA,NA,94.7470817120623,NA,NA,NA,NA
"289","Cuítiva",15226,15,"Boyacá",2003,9998.68133522148,9998.51560351745,NA,NA,92.4412182293046,NA,NA,NA,NA
"290","Pana Pana",94887,94,"Guainía",2003,9997.93923692887,9999.41121055111,NA,NA,96.773904708639,NA,NA,NA,NA
"291","Anzá",5044,5,"Antioquia",2003,9993.45294271194,9994.81739806669,NA,NA,92.7316060439673,NA,NA,NA,NA
"292","Yavaraté",97889,97,"Vaupés",2003,9999.47685064086,9999.47685064086,NA,NA,94.7470817120623,NA,NA,NA,NA
"293","Mosquera",52473,52,"Nariño",2003,9999.6518716072,9998.26677958379,NA,NA,93.494631073345,NA,NA,NA,NA
"294","Bahía Solano",27075,27,"Chocó",2003,9991.58222711659,9996.3658031887,NA,NA,89.132291013223,NA,NA,NA,NA
"295","Tópaga",15820,15,"Boyacá",2003,9998.96644165843,9995.66853245137,NA,NA,93.3648825520431,NA,NA,NA,NA
"296","Los Andes",52418,52,"Nariño",2003,9999.16149969525,9997.07341190342,NA,NA,93.5007212161561,NA,NA,NA,NA
"297","Lérida",73408,73,"Tolima",2003,9999.10700246262,9995.07463002847,NA,NA,94.3282904606585,NA,NA,NA,NA
"298","Labranzagrande",15377,15,"Boyacá",2003,9999.15686392099,9997.8771625981,NA,NA,91.8519184069809,NA,NA,NA,NA
"299","Montelíbano",23466,23,"Córdoba",2003,9998.88205397058,9999.1620100327,NA,NA,93.1475612382577,NA,NA,NA,NA
"300","Gámbita",68298,68,"Santander",2003,9998.33162043224,9994.67343171263,NA,NA,93.5112291992782,NA,NA,NA,NA
"301","Pulí",25580,25,"Cundinamarca",2003,9997.10715857992,9991.44525501015,NA,NA,91.3197272784973,NA,NA,NA,NA
"302","Puerto Libertador",23580,23,"Córdoba",2003,9999.085280636,9998.04260475753,NA,NA,91.9131151140769,NA,NA,NA,NA
"303","Donmatías",5237,5,"Antioquia",2003,9998.091030387,9995.29528226305,NA,NA,91.1137419660985,NA,NA,NA,NA
"304","Sonsón",5756,5,"Antioquia",2003,9992.97233810832,9983.3507298007,NA,NA,90.149073587971,NA,NA,NA,NA
"305","Carurú",97161,97,"Vaupés",2003,9999.47685064086,9999.47685064086,NA,NA,94.7470817120623,NA,NA,NA,NA
"306","San José de Pare",15664,15,"Boyacá",2003,9999.19253326409,9996.77604815267,NA,NA,94.4004596991682,NA,NA,NA,NA
"307","San Andrés de Sotavento",23670,23,"Córdoba",2003,9998.70616988671,9998.84948156528,NA,NA,90.191352796015,NA,NA,NA,NA
"308","Montería",23001,23,"Córdoba",2003,9993.50211443752,9998.10826506574,NA,NA,91.5425609190488,NA,NA,NA,NA
"309","Bojayá",27099,27,"Chocó",2003,9998.55267498648,9999.3222682474,NA,NA,90.5066857160065,NA,NA,NA,NA
"310","Gualmatán",52323,52,"Nariño",2003,9999.37892723302,9997.10491217027,NA,NA,93.1823973530006,NA,NA,NA,NA
"311","Anorí",5040,5,"Antioquia",2003,9998.4127690424,9990.68144836486,NA,NA,92.5225038085554,NA,NA,NA,NA
"312","Linares",52411,52,"Nariño",2003,9999.68163253777,9997.51348467943,NA,NA,93.4139398560937,NA,NA,NA,NA
"313","El Peñón",25258,25,"Cundinamarca",2003,9994.83431883669,9963.46215455298,NA,NA,92.409952237581,NA,NA,NA,NA
"314","Nuquí",27495,27,"Chocó",2003,9998.13264453706,9998.36214753189,NA,NA,89.9211882984724,NA,NA,NA,NA
"315","Francisco Pizarro",52520,52,"Nariño",2003,9999.62427294804,9996.34549658572,NA,NA,93.6536871741835,NA,NA,NA,NA
"316","Puerto Carreño",99001,99,"Vichada",2003,9995.39274621248,9999.22271970432,NA,NA,92.5207756232687,NA,NA,NA,NA
"317","Campo de la Cruz",8137,8,"Atlántico",2003,9995.8821957905,9996.89924275044,NA,NA,92.6872902893427,NA,NA,NA,NA
"318","Tierralta",23807,23,"Córdoba",2003,9998.58260510763,9997.8013546623,NA,NA,94.019315218023,NA,NA,NA,NA
"319","Barbacoas",52079,52,"Nariño",2003,9999.19400388036,9996.78315876621,NA,NA,93.5317544426962,NA,NA,NA,NA
"320","Luruaco",8421,8,"Atlántico",2003,9995.98861599919,9996.0981176972,NA,NA,93.0201634077792,NA,NA,NA,NA
"321","La Llanada",52385,52,"Nariño",2003,9999.45922624495,9996.72158538977,NA,NA,92.6837587038598,NA,NA,NA,NA
"322","Duitama",15238,15,"Boyacá",2003,9991.94243974925,9998.00772057953,NA,NA,92.413015307,NA,NA,NA,NA
"323","Norosí",13490,13,"Bolívar",2003,9998.92693457976,9995.65415474078,NA,NA,92.948270789077,NA,NA,NA,NA
"324","Choachí",25181,25,"Cundinamarca",2003,9995.78958363556,9998.77472406204,NA,NA,90.5784298383574,NA,NA,NA,NA
"325","Belén de los Andaquíes",18094,18,"Caquetá",2003,9999.44429285158,9993.79825474311,NA,NA,95.1345598297096,NA,NA,NA,NA
"326","Ayapel",23068,23,"Córdoba",2003,9998.82115300992,9999.09853186841,NA,NA,94.2200653349123,NA,NA,NA,NA
"327","San Fernando",13650,13,"Bolívar",2003,9999.18466481636,9998.62374342303,NA,NA,92.4220218164114,NA,NA,NA,NA
"328","Chita",15183,15,"Boyacá",2003,9999.48094488852,9981.95921387936,NA,NA,93.1504198545958,NA,NA,NA,NA
"329","Caracolí",5142,5,"Antioquia",2003,9985.24546265176,9985.54137615363,NA,NA,91.4920283630425,NA,NA,NA,NA
"330","Morichal",94888,94,"Guainía",2003,9997.93923692887,9999.41121055111,NA,NA,96.773904708639,NA,NA,NA,NA
"331","Curillo",18205,18,"Caquetá",2003,9998.01668188548,9988.91366581992,NA,NA,95.1345598297096,NA,NA,NA,NA
"332","Curumaní",20228,20,"Cesar",2003,9998.38860036505,9992.26837939979,NA,NA,94.5574910490946,NA,NA,NA,NA
"333","Labateca",54377,54,"Norte de Santander",2003,9998.26339641692,9994.62149906223,NA,NA,94.8915059206424,NA,NA,NA,NA
"334","Lebrija",68406,68,"Santander",2003,9993.43399861346,9993.61281480436,NA,NA,93.0116542360162,NA,NA,NA,NA
"335","Lenguazaque",25407,25,"Cundinamarca",2003,9993.3129797566,9999.52627955164,NA,NA,88.4832270663366,NA,NA,NA,NA
"336","Leticia",91001,91,"Amazonas",2003,9986.90272497038,9998.02506646411,NA,NA,95.2939885190748,NA,NA,NA,NA
"337","Liborina",5411,5,"Antioquia",2003,9993.75599370012,9996.51717703411,NA,NA,91.937642989039,NA,NA,NA,NA
"338","Buesaco",52110,52,"Nariño",2003,9998.94367212803,9996.99166466261,NA,NA,93.3371907206428,NA,NA,NA,NA
"339","Pachavita",15511,15,"Boyacá",2003,9998.91000867024,9998.83537985023,NA,NA,93.235143130091,NA,NA,NA,NA
"340","San Andrés",68669,68,"Santander",2003,9999.10378632216,9996.85010514257,NA,NA,92.7959831807736,NA,NA,NA,NA
"341","Consacá",52207,52,"Nariño",2003,9999.62887886358,9995.4532610152,NA,NA,92.8834013162729,NA,NA,NA,NA
"342","González",20310,20,"Cesar",2003,9999.30744658347,9996.94380960096,NA,NA,94.3280974947309,NA,NA,NA,NA
"343","Moniquirá",15469,15,"Boyacá",2003,9998.524367247,9997.65897648852,NA,NA,93.0100498031535,NA,NA,NA,NA
"344","Lourdes",54418,54,"Norte de Santander",2003,9997.49161378992,9994.05475079221,NA,NA,94.5423191636201,NA,NA,NA,NA
"345","Macaravita",68425,68,"Santander",2003,9997.20574916872,9997.61456799727,NA,NA,93.4884864374673,NA,NA,NA,NA
"346","Maceo",5425,5,"Antioquia",2003,9989.03282983865,9974.18183608314,NA,NA,92.2121223374776,NA,NA,NA,NA
"347","Madrid",25430,25,"Cundinamarca",2003,9992.17653849656,9999.08650281182,NA,NA,90.4848488846482,NA,NA,NA,NA
"348","Maicao",44430,44,"La Guajira",2003,9997.31766763922,9988.20193950127,NA,NA,93.6142443914188,NA,NA,NA,NA
"349","Majagual",70429,70,"Sucre",2003,9999.49309302423,9999.72541282544,NA,NA,91.6742569410134,NA,NA,NA,NA
"350","Manaure",44560,44,"La Guajira",2003,9999.33555542206,9998.98807873727,NA,NA,89.9101400866396,NA,NA,NA,NA
"351","Cereté",23162,23,"Córdoba",2003,9998.80914417201,9997.14702623149,NA,NA,87.9908414124928,NA,NA,NA,NA
"352","Manizales",17001,17,"Caldas",2003,9974.66506788687,9994.29256676246,NA,NA,93.6095030486827,NA,NA,NA,NA
"353","Manta",25436,25,"Cundinamarca",2003,9994.66509082843,9995.7940065707,NA,NA,91.9386736655201,NA,NA,NA,NA
"354","Manzanares",17433,17,"Caldas",2003,9999.32723500019,9994.76898229966,NA,NA,94.2504703424764,NA,NA,NA,NA
"355","Timbiquí",19809,19,"Cauca",2003,9998.90556242357,9998.99596883676,NA,NA,94.205834096566,NA,NA,NA,NA
"356","Marinilla",5440,5,"Antioquia",2003,9996.65077882485,9991.8531868164,NA,NA,89.6436803347664,NA,NA,NA,NA
"357","Marmato",17442,17,"Caldas",2003,9999.13598481413,9993.88409591117,NA,NA,93.9660980531966,NA,NA,NA,NA
"358","Marquetalia",17444,17,"Caldas",2003,9999.49630995741,9994.90096366614,NA,NA,94.1122125119441,NA,NA,NA,NA
"359","Marsella",66440,66,"Risaralda",2003,9997.4287473067,9992.1302048267,NA,NA,93.0643127364439,NA,NA,NA,NA
"360","Marulanda",17446,17,"Caldas",2003,9998.16843670694,9992.72892810593,NA,NA,93.1878887366934,NA,NA,NA,NA
"361","Matanza",68444,68,"Santander",2003,9993.91952240635,9992.60803443894,NA,NA,93.6427572540967,NA,NA,NA,NA
"362","Medina",25438,25,"Cundinamarca",2003,9997.11118596884,9994.09937022565,NA,NA,93.2823434455626,NA,NA,NA,NA
"363","Solita",18785,18,"Caquetá",2003,9999.34055753545,9995.64406655169,NA,NA,95.1345598297096,NA,NA,NA,NA
"364","San José del Guaviare",95001,95,"Guaviare",2003,9997.17592696218,9987.41517399912,NA,NA,94.0012368583797,NA,NA,NA,NA
"365","Sibaté",25740,25,"Cundinamarca",2003,9988.16899606539,9997.29175052717,NA,NA,87.8768545739085,NA,NA,NA,NA
"366","Melgar",73449,73,"Tolima",2003,9991.70253421452,9995.57507086256,NA,NA,94.781408404772,NA,NA,NA,NA
"367","Mercaderes",19450,19,"Cauca",2003,9999.79296557529,9995.56074721345,NA,NA,91.3539272132766,NA,NA,NA,NA
"368","Mesetas",50330,50,"Meta",2003,9997.34114011945,9953.17430116225,NA,NA,95.9261824696365,NA,NA,NA,NA
"369","Miraflores",95200,95,"Guaviare",2003,9999.13153345786,9994.93621559131,NA,NA,94.0012368583797,NA,NA,NA,NA
"370","Miranda",19455,19,"Cauca",2003,9998.34079216282,9995.38456721831,NA,NA,93.7493583394654,NA,NA,NA,NA
"371","Santa Fé de Antioquia",5042,5,"Antioquia",2003,9989.16446730281,9991.64141845508,NA,NA,91.8777572191558,NA,NA,NA,NA
"372","Mocoa",86001,86,"Putumayo",2003,9971.43058431562,9993.38224144018,NA,NA,95.3402151686574,NA,NA,NA,NA
"373","Mogotes",68464,68,"Santander",2003,9998.30869245746,9997.58153629638,NA,NA,94.9758382729174,NA,NA,NA,NA
"374","Molagavita",68468,68,"Santander",2003,9998.55308805804,9997.42342273889,NA,NA,92.8440633145704,NA,NA,NA,NA
"375","Montebello",5467,5,"Antioquia",2003,9991.8539831108,9991.25118543161,NA,NA,91.8413817643488,NA,NA,NA,NA
"376","Montenegro",63470,63,"Quindio",2003,9998.03568114656,9993.08877546192,NA,NA,92.982245681382,NA,NA,NA,NA
"377","Monterrey",85162,85,"Casanare",2003,9999.46406642398,9993.26822305977,NA,NA,95.8889669711876,NA,NA,NA,NA
"378","Morales",19473,19,"Cauca",2003,9998.23298841886,9997.00939502507,NA,NA,94.5771270306204,NA,NA,NA,NA
"379","Morroa",70473,70,"Sucre",2003,9999.51811015947,9992.85970063711,NA,NA,92.8376997671393,NA,NA,NA,NA
"380","Mosquera",25473,25,"Cundinamarca",2003,9987.09332827443,9998.38876434304,NA,NA,88.4568170813729,NA,NA,NA,NA
"381","Murillo",73461,73,"Tolima",2003,9998.5450389375,9995.81877569536,NA,NA,93.4209731439723,NA,NA,NA,NA
"382","Mutiscua",54480,54,"Norte de Santander",2003,9997.6958263731,9991.11349690131,NA,NA,93.8271943357596,NA,NA,NA,NA
"383","Natagaima",73483,73,"Tolima",2003,9999.65200687965,9993.16489053628,NA,NA,95.2565130663231,NA,NA,NA,NA
"384","Neira",17486,17,"Caldas",2003,9999.01663735218,9991.29726320268,NA,NA,94.4532239277253,NA,NA,NA,NA
"385","Neiva",41001,41,"Huila",2003,9958.87534147367,9996.93696538977,NA,NA,95.3723513355991,NA,NA,NA,NA
"386","Nilo",25488,25,"Cundinamarca",2003,9997.11305054851,9998.9596812179,NA,NA,91.527643371802,NA,NA,NA,NA
"387","Nimaima",25489,25,"Cundinamarca",2003,9998.15361775169,9997.65612144921,NA,NA,92.2327097087195,NA,NA,NA,NA
"388","Nocaima",25491,25,"Cundinamarca",2003,9998.68552532392,9996.12238497263,NA,NA,89.2962470483004,NA,NA,NA,NA
"389","Norcasia",17495,17,"Caldas",2003,9998.98452519778,9991.3710671599,NA,NA,94.5935069238441,NA,NA,NA,NA
"390","Útica",25851,25,"Cundinamarca",2003,9998.02609958194,9969.25150818065,NA,NA,91.7209223735679,NA,NA,NA,NA
"391","Turbaco",13836,13,"Bolívar",2003,9997.26266126518,9995.78378450601,NA,NA,92.5391358086597,NA,NA,NA,NA
"392","Obando",76497,76,"Valle del Cauca",2003,9998.37988735865,9992.26341860991,NA,NA,92.5863798575822,NA,NA,NA,NA
"393","Ocamonte",68498,68,"Santander",2003,9998.27868618206,9996.323311564,NA,NA,93.7130117314631,NA,NA,NA,NA
"394","Oiba",68500,68,"Santander",2003,9993.00252650373,9998.70617629205,NA,NA,94.0036049514306,NA,NA,NA,NA
"395","Olaya",5501,5,"Antioquia",2003,9995.27222229577,9992.53067286585,NA,NA,92.2995799380273,NA,NA,NA,NA
"396","Arjona",13052,13,"Bolívar",2003,9999.30660427944,9993.68798055524,NA,NA,91.9798815678116,NA,NA,NA,NA
"397","Onzaga",68502,68,"Santander",2003,9995.41185304103,9998.19392261265,NA,NA,92.3792842170394,NA,NA,NA,NA
"398","Oporapa",41503,41,"Huila",2003,9998.78916234277,9994.85695392324,NA,NA,95.6523055142585,NA,NA,NA,NA
"399","Orito",86320,86,"Putumayo",2003,9999.48245009879,9992.75921339616,NA,NA,96.4922941489736,NA,NA,NA,NA
"400","Ortega",73504,73,"Tolima",2003,9998.61591095205,9995.61354219079,NA,NA,96.5603208961119,NA,NA,NA,NA
"401","Ovejas",70508,70,"Sucre",2003,9997.56520248753,9993.12814843677,NA,NA,93.3421282857853,NA,NA,NA,NA
"402","Pacho",25513,25,"Cundinamarca",2003,9996.88652922041,9994.10147774398,NA,NA,91.3105691003727,NA,NA,NA,NA
"403","Padilla",19513,19,"Cauca",2003,9999.58766579383,9996.0898149455,NA,NA,94.6577524098792,NA,NA,NA,NA
"404","Paicol",41518,41,"Huila",2003,9990.92351137807,9994.0409911775,NA,NA,95.5765212852954,NA,NA,NA,NA
"405","Pailitas",20517,20,"Cesar",2003,9998.94180832651,9991.90477935949,NA,NA,94.4213535727081,NA,NA,NA,NA
