"","municipality","code","DP","state","eb_ntp_2003","eb_ntp_2004","eb_ntp_2005","eb_ntp_2006","eb_ntp_2007","eb_ntp_2008","eb_ntp_2009","eb_ntp_2010","eb_ntp_2011","eb_ntp_2012","eb_ntp_2013","eb_ntp_2014","eb_ntp_2015","eb_ntp_2016","eb_ntp_2017","eb_ntp_2018","eb_nmr_2003","eb_nmr_2004","eb_nmr_2005","eb_nmr_2006","eb_nmr_2007","eb_nmr_2008","eb_nmr_2009","eb_nmr_2010","eb_nmr_2011","eb_nmr_2012","eb_nmr_2013","eb_nmr_2014","eb_nmr_2015","eb_nmr_2016","eb_nmr_2017","eb_nmr_2018","eb_ndvr_2010","eb_ndvr_2011","eb_ndvr_2012","eb_ndvr_2013","eb_ndvr_2014","eb_ndvr_2015","eb_ndvr_2016","eb_ndvr_2017","eb_ndvr_2018","eb_npir_2010","eb_npir_2011","eb_npir_2012","eb_npir_2013","eb_npir_2014","eb_npir_2015","eb_npir_2016","eb_npir_2017","eb_npir_2018","eb_nubr_1998","eb_nubr_1999","eb_nubr_2000","eb_nubr_2001","eb_nubr_2002","eb_nubr_2003","eb_nubr_2004","eb_nubr_2005","eb_nubr_2006","eb_nubr_2007","eb_nubr_2008","eb_nubr_2009","eb_nubr_2010","eb_nubr_2011","eb_nubr_2012","eb_nubr_2013","eb_nubr_2014","eb_nubr_2015","nimr2005","nimr2006","nimr2007","nimr2008","nimr2009","nimr2010","nimr2011","nimr2012","nimr2013","nimr2014","nimr2015","Litr2005","Litr2018","nmpr_2005","nmpr_2018","nmrpr_2005","nmrpr_2018"
"606","Cerinza",15162,15,"Boyacá",9999.06185011927,9999.0894031359,9998.60764748708,9996.0105449067,9997.96653961637,9997.91279436861,9998.10485946024,9997.86310601636,9997.28014771713,9997.30113846441,9995.30195074676,9997.67524318698,9992.68732144038,9994.59538690772,9992.31323281769,9992.10007264867,9999.03034254482,9999.13594953886,9999.24558986116,9999.18881524771,9999.31924556797,9999.23751627196,9999.25618646143,9999.12759145143,9999.34847975488,9999.26848304266,9998.65217824604,9999.2748624005,9999.43275414897,9998.71073835973,9999.52522279005,9998.58831637526,9993.06790053796,9996.80607899638,9994.17216621102,9984.51508154684,9988.09208810198,9929.90927571997,9974.95068293621,9965.19919315843,9970.16165188219,9987.42957568235,9979.1976702386,9989.29896524296,9986.97377398171,9981.22288639498,9971.94017497151,9973.81989537241,9964.50220224535,9981.67061394409,94.1433424662326,93.3128895176596,93.0870453525197,92.3791674464868,91.9997801280006,93.000495301217,92.1233686883339,91.4487633477663,91.7440787463286,89.2720704169891,90.7416236225188,90.0646552078103,89.2001831522965,89.8656111585695,90.3668285057176,91.201089634548,91.380207694053,90.7521030378726,980.63,981.41,982.18,982.96,983.73,984.51,985.614061260073,985.747038731517,985.805371135979,986.802970338124,988.19261756152,90.34185,94.58362,36.88012,70.6,25.74093,61.9
"607","Yaguará",41885,41,"Huila",9987.81119564324,9985.71768086502,9983.37424416218,9988.08132591911,9986.27518760555,9985.82453868296,9993.84242214117,9991.99254683991,9994.22244312227,9992.19626741216,9994.34367109025,9996.59164966335,9992.26612749171,9994.50541165473,9991.45474618696,9986.60883709752,9995.529117599,9997.55929039857,9997.63239650597,9996.70429720745,9996.61497180948,9996.59277577002,9997.42488135782,9997.3474387052,9997.16957996648,9997.03168940863,9997.13054477909,9998.47362035938,9998.28909050559,9998.30632842088,9998.59416384277,9997.91188531727,9996.26667743202,9997.39241497856,9990.37494366072,9986.30110576066,9981.09487091277,9978.67916384271,9973.50851375719,9979.11046816812,9987.25536350999,9978.52747643068,9975.43089197804,9977.63391191704,9975.8807619716,9977.19735857173,9951.01901281636,9963.86908736451,9954.83023951524,9959.79645091213,95.4801769968708,95.7684416345562,95.4278350669874,95.3005416379643,95.468354132567,95.5695075878863,95.4327621852249,95.4631343356544,94.0038636816982,93.8997221309137,94.0297699829218,93.5001383602551,93.908439405284,93.8390046469795,93.7774188129366,93.915590565035,93.6715534373314,93.1685951390495,985.65,985.97,986.29,986.6,986.92,987.24,988.516,988.552973332968,988.552973332968,988.398992421973,989.30512113,90.06351,92.06677,49.97625,76.2,23.84106,62.4
"608","Pinillos",13549,13,"Bolívar",9999.51236468715,9998.66544874604,9999.53019288968,9999.00282958035,9999.36723596851,9999.40785300228,9999.34138557508,9999.30743787193,9999.42470979183,9999.42490599442,9998.48865576809,9999.23627862991,9999.21690128666,9996.88852423197,9998.77124776714,9996.72237029869,9998.75446693317,9998.10218076372,9998.64321389605,9998.63248279473,9999.43263621674,9999.48394107294,9999.16710716973,9998.60305647015,9998.63289784823,9998.67219779165,9998.73276802085,9999.06591362053,9998.35932916373,9998.19685603491,9998.69680104977,9998.54107916444,9999.15948778495,9998.66889380003,9999.48976925545,9998.92779830536,9998.86966129698,9998.67739421154,9998.36939981599,9997.76742427472,9995.65781326705,9998.93933107077,9996.72792847712,9996.2802981283,9996.71980402646,9995.99672884824,9995.84251221041,9995.70722268637,9988.63151814112,9985.21890303596,95.1137632059217,93.5234963758237,93.1785665170243,92.6914728802298,93.0875724545809,92.8138202458542,92.8619755745952,93.3239846802414,92.9657061732725,91.5485164573288,92.8862607706143,93.5275929232504,93.0418494101941,92.1206116126662,93.1758212667922,91.8311674849888,93.0602509571213,92.7536571145394,963.62,964.43,965.24,966.05,966.85,967.66,967.66,970.894,970.894,973.8046,975.39064467,75.73412,85.24706,8.28124,32.5,5.59893,28.9
"609","Los Córdobas",23419,23,"Córdoba",9998.89600810375,9999.59104949361,9999.76420936876,9999.54390819418,9999.24699732472,9998.67911086426,9999.69034968039,9999.73806713331,9999.78178165959,9999.24349884126,9998.75724909717,9999.49049468413,9999.51249506255,9997.41700606936,9998.35794168769,9999.22749480569,9998.44573363588,9998.39683966119,9999.13159911186,9997.24322157674,9997.84644267868,9996.07066815435,9997.26164532208,9999.17853093102,9998.25253023985,9998.03106824863,9998.41967449211,9998.41569471979,9998.61738136835,9998.19962578238,9997.91676517122,9996.54370496433,9999.41975515855,9997.84601451098,9999.25686474203,9999.71496278598,9998.95847500893,9997.3138186901,9996.50894836315,9995.29220376648,9997.71808340295,9999.04129857614,9998.25748337249,9998.02083368203,9995.80319833784,9996.62760870475,9995.12453150941,9996.20304023584,9994.04959470235,9995.80893589518,93.5863472731597,93.7751456344371,92.8082604272778,92.2670692256841,92.6231004019719,94.7703327558643,90.5929680943361,88.8512713712922,92.639802969356,92.8603226787093,92.5749067694728,93.0315253431446,91.590508429222,92.0150094307421,91.7071894354723,91.5795330043713,91.978318446373,91.621424597984,966.64,966.64,966.64,966.64,966.64,966.64,966.64,969.976,970.868362936672,968.870507941351,970.73671282,76.2049,84.96416,6.13455999999999,39.5,4.27587,35.4
"610","Guapotá",68322,68,"Santander",9996.57660313805,9996.4589432299,9996.03931662404,9995.48923637355,9996.22685971543,9979.79109897637,9986.32906676171,9983.03662457284,9988.55030227037,9971.90666732987,9991.43187572785,9987.32903392264,9987.93889327658,9976.73269663478,9992.25896590673,9991.91524303027,9994.03356993493,9997.64525282075,9997.97929181627,9997.64235082908,9997.69795164437,9998.0330452841,9997.99370943261,9998.26289259397,9998.46173561805,9998.47246761062,9998.51940891681,9998.55489440616,9998.71037878491,9998.51847520531,9998.9255808382,9998.89205455735,9990.33498904223,9988.88172152227,9988.42767701036,9991.07783988334,9984.22215636967,9985.82220076515,9984.46267773621,9975.46857065532,9983.40168093093,9969.97721665568,9972.51773065846,9969.39804128796,9983.29864368516,9984.82017385079,9965.47757348874,9982.65398343674,9964.00427033719,9976.61953942885,93.5642872596489,94.3541497885778,93.7366502046957,93.7259736051005,93.655543335316,94.0585607721603,93.2964274664076,93.6089528588611,93.2054416033158,92.9909532339461,92.0693199961753,92.6006604822808,93.0388177378185,92.4029592275299,92.6942149847653,92.3348871069967,93.0840600298633,92.808901836078,982.95,983.63,984.31,985,985.68,986.36,986.36,986.36,987.724,986.86178360462,986.49173815,90.17682,92.20699,48.48758,68.6,45.41258,64.7
"611","Páez",19517,19,"Cauca",9999.88161062971,9999.85167819912,9999.51881729173,9999.25432320506,9999.54573074404,9999.25480936798,9999.8594676226,9999.84188130293,9999.8454652197,9999.48104559905,9999.80448360006,9999.53208890587,9999.54106324917,9997.59882045692,9999.56124479762,9999.29698088517,9998.75856865392,9999.12877814492,9997.62864022839,9998.45182069319,9998.84733417055,9998.98814227653,9998.92951490204,9999.61992960694,9998.45376332625,9997.08382456937,9999.02661324894,9998.03400986677,9996.72934867693,9996.5602811576,9997.62380204221,9997.93588890288,9999.82359666842,9999.76700394765,9999.09404384824,9999.82797554272,9998.6431867721,9996.96254782175,9995.03091984792,9995.06913865856,9998.40069365016,9999.36964367627,9998.25189277658,9992.7082826224,9996.42892271437,9997.88236628283,9990.38021891239,9988.98472189002,9988.56151622653,9992.47766951158,97.1890309194214,96.1490225025969,96.4557159324627,95.1978644237059,94.1386290506067,95.061719307329,95.3078955109238,95.2056327273867,95.2401912988529,94.4029965311028,93.0720479086172,93.1558543337186,92.1205437696311,92.4514944070164,94.8920593512837,94.8989422288235,93.9935127861035,93.5110130722277,968.42,969.12,969.82,970.52,971.22,971.92,974.158425023061,974.158425023061,974.438900612008,975.100451197413,975.73769466,82.49203,88.45461,13.61027,43.7,9.70214,41
"612","Viracachá",15879,15,"Boyacá",9998.94824422506,9998.96766073638,9998.44751155169,9995.38291173749,9997.65808130979,9997.52593846831,9997.78792911784,9997.52569275972,9996.85475325934,9994.48187177208,9989.56031829069,9997.33287722307,9996.62315197077,9996.37033745893,9988.84719549127,9995.78489210556,9997.23014782024,9997.26955267551,9997.8682183295,9997.03243605398,9999.24099180168,9999.17579325463,9999.20445293155,9998.96156581614,9999.32057081375,9998.42701656869,9999.25334382094,9999.2536037031,9999.39992226036,9998.66644511574,9999.51240273498,9999.41218205492,9994.29528124444,9996.32087897791,9991.12152382146,9975.22659929306,9970.18454631907,9980.78528194404,9963.40324302668,9958.44659998974,9949.25209332152,9991.67516116914,9963.32782903055,9979.53971701206,9963.83953126851,9976.26138977298,9977.400976861,9975.13365573009,9971.24520097392,9966.81586833816,93.1199297531376,93.4386302722503,93.2614429107491,93.3291615948879,92.8899034586944,93.4486457349842,92.5902266618388,91.7067405702674,91.1729391332495,90.9525698378172,91.0879166030016,91.3564176949726,90.9057902472336,89.2206899148377,89.6777669265347,91.4251062239593,90.840805912974,90.4925335310581,978.42,979.28,980.14,981.01,981.87,982.73,982.73,982.73,983.143392253686,983.143392253686,981.05401572353,88.03532,91.73151,30.14793,54.9,25.5984,49.7
"613","Turmequé",15835,15,"Boyacá",9999.34599070796,9998.44966618317,9998.12837559043,9998.49653044203,9998.675673056,9997.43617724026,9996.2753793529,9997.36086858765,9998.26136548492,9995.58327825865,9995.5924984214,9995.64153709946,9996.62250836511,9994.97469791463,9996.41227301874,9993.27018266303,9997.46995061022,9997.43906243702,9999.45425223396,9998.64155796661,9999.52030748426,9999.41273287498,9998.69378029146,9999.16422895162,9999.4438121789,9999.39242347368,9999.3818465052,9999.35449891065,9998.73076453417,9999.44251052163,9999.57782580724,9999.55362937362,9994.30344404135,9988.91752450235,9987.18002094742,9988.02605674226,9990.76902303183,9984.66152501003,9980.82207754242,9981.47109014662,9987.52017045372,9991.59073197239,9987.54637172196,9974.29116150191,9984.86776091324,9991.79876566058,9979.65033474117,9980.33699734492,9982.8968172196,9989.9655383853,93.1444313553723,93.0456714679808,93.163272819541,94.1401787593924,93.5604517731546,93.6419226760401,93.1614220625366,91.6959810152937,91.7361790723467,90.6223323494903,90.9486297353039,90.8856003567003,90.5081574839319,90.9060731006615,90.9815696422456,91.710880115488,92.418088099907,90.8346619337597,981.32,981.88,982.44,983,983.56,984.12,984.20562988512,984.232080346169,984.532352785669,986.071704240171,986.13871783,84.269,91.37667,36.2749,54.9,26.18196,41.5
"614","Cáceres",5120,5,"Antioquia",9998.08978306397,9998.16657397334,9999.20501513081,9998.86041961849,9999.48598801351,9999.22859007499,9999.46338361824,9999.27748418968,9999.44436503321,9999.54243515525,9999.5554735154,9999.49854752646,9997.8500129093,9997.31974761595,9998.498148984,9996.57597979945,9998.91188921383,9998.78518839275,9996.41262014398,9994.24414697807,9993.74952870855,9992.67649730136,9986.15265151382,9993.43591245084,9992.12219078423,9992.16524999404,9992.78508427248,9992.84260943574,9993.28298068933,9994.94923172057,9996.15326113313,9977.06553068912,9999.48057854649,9999.28231437573,9999.31764094651,9999.46477495394,9996.73143189122,9995.85489416083,9995.11980589093,9995.15153103674,9998.33067515133,9996.67635679348,9998.01700277468,9997.89467257778,9996.16650760337,9995.16012147347,9993.94412322332,9992.36236010719,9991.97501309487,9993.70368664792,94.3375543770674,93.8027521809205,92.7011406690016,93.2396861914198,92.8041967421681,94.2627390592094,93.7085335844367,94.175056710975,92.8389664867935,93.5007390957527,93.0301801574321,93.2929294853147,92.6467785847929,93.5704256136885,92.006967597993,91.7042264387273,92.1895469507371,92.1071584973271,973.53,974.12,974.71,975.29,975.88,976.47,976.47,976.47,977.355269478488,978.537635131429,979.93409065,73.52491,81.04505,11.29732,33.6,9.499,32.2
"615","El Peñol",52254,52,"Nariño",9999.48631640156,9999.37054264057,9999.24082910974,9999.26462811707,9999.04628805753,9999.19274636543,9999.23474605751,9999.09274626162,9997.38310246547,9999.11044606596,9999.21672837992,9999.23926696572,9999.08935646448,9991.53075038166,9996.09471333008,9994.30018630798,9997.33951981563,9996.03684622656,9992.59996780151,9991.17429439319,9993.22504823724,9992.69521140915,9998.82306929399,9995.69254864021,9997.75838023673,9998.74937834945,9995.74329888338,9997.90549180186,9995.49733127623,9997.97440033396,9992.55899148334,9996.55192940385,9998.37580595518,9996.34983176468,9998.94360254466,9998.77001081604,9998.47429024499,9998.94095096034,9997.37955832593,9994.44104478865,9995.96425464201,9997.1635318793,9990.08819609402,9995.10320000443,9995.16235649299,9993.63273737844,9994.23810227462,9986.52082588991,9989.30891898,9992.09772228649,94.104481794215,93.7346492470611,93.8568277645456,94.5941562900736,93.5607056779034,92.5052901367739,94.0285537524234,93.095767496293,92.6075169330368,92.4874222004993,92.752327552437,90.9351560149814,91.2201672507625,91.4939759848036,90.9837213662064,91.0058210778482,91.0827661970374,91.0005062458975,976.74,977.26,977.78,978.29,978.81,979.33,979.838240445023,981.854416400521,981.854416400521,983.275863290703,982.45283575,88.27776,85.15181,19.90393,57,15.36594,51.3
"616","Canalete",23090,23,"Córdoba",9998.88052426789,9999.13226728169,9999.28073788619,9999.53100153822,9999.68653085327,9999.08748257434,9999.67362199148,9999.72244476411,9999.76743032614,9999.18892208875,9999.11949121016,9998.99772750124,9999.46544364922,9998.8337754741,9999.44331155499,9998.54339438397,9998.435768198,9998.76004642227,9999.39805512994,9997.54837457228,9997.33522593135,9997.22737598735,9998.5996028394,9999.12976735707,9998.98780290079,9998.86948315834,9998.5835096259,9998.08080722167,9998.44779120163,9998.11979106088,9996.85682848039,9997.87326895534,9999.63837998482,9998.95365370434,9999.2066351563,9999.32688392423,9998.87769172473,9997.91750127772,9996.17644090256,9997.06779648364,9997.46016769918,9999.4037145429,9998.93715976872,9997.91480372528,9995.91232932748,9998.08514592795,9997.24708405637,9995.82126615873,9992.21034363473,9996.49417845306,94.5389121250012,93.9149887107813,93.2783040330241,92.7464625161112,92.8407930473605,93.8973864360631,92.8864777423644,90.1670944593441,92.9249685374433,91.7744674122914,91.8331146450562,92.2661119442847,91.5523736090469,91.3688013340599,90.1470537114406,91.0437261576278,92.1549393080348,90.9673314145985,964.58,965.37,966.16,966.94,967.73,968.52,968.52,968.52,968.854050981171,971.699675653501,972.42737985,71.39865,83.24039,5.4641,31.8,2.73761,25.7
"617","La Unión",5400,5,"Antioquia",9996.17496683448,9998.19883542647,9997.25506051937,9998.26893489615,9999.21632659462,9999.22634654658,9999.14212742387,9999.25798122524,9999.09865182755,9999.19805498581,9998.71566677155,9998.58519023385,9992.43873520276,9992.22376657472,9989.41103935111,9990.94938275311,9993.42610805886,9996.79460511042,9993.12753001766,9995.7970857365,9997.36723075755,9996.54153736791,9998.68092609519,9996.40124950879,9997.55879660655,9996.12384338288,9995.43322035262,9997.59683485404,9998.59009059662,9998.48758725094,9997.69414315884,9997.92727218601,9998.83983063688,9997.41620462358,9998.9178241041,9996.6527380343,9990.43828607931,9982.37033787937,9988.2344940431,9988.12998642905,9989.45102218882,9999.19667501284,9997.10162940853,9999.09752749201,9998.17857490743,9992.80484399503,9977.67355725562,9975.5350417073,9975.02323489614,9977.32644001463,92.7822842820789,92.7430509651096,91.9419739158768,92.8436070593181,90.8358502893368,91.826998316408,89.6930796359915,89.9789313264589,90.794880513419,91.3442635669109,91.5041754073735,90.3319255366953,90.2226012096501,90.0626468324859,91.2888277819188,89.6190934677652,89.5515972106234,88.5901518157343,985.93,986.09,986.24,986.4,986.55,986.71,986.71,987.023808858004,988.321427972204,987.183364460718,987.183364460718,95.19183,94.24895,51.4284,77,36.82838,64.5
"618","Florián",68271,68,"Santander",9998.61278780882,9998.54026794247,9996.93058339203,9996.6954236566,9998.46081621575,9989.5485230981,9983.15360180813,9992.64548175317,9990.94177211142,9988.02515872623,9995.01503390009,9991.80680626123,9980.9408008138,9986.40044888407,9996.96628586591,9995.98824857418,9994.37698372705,9995.41707681531,9994.97989364849,9996.61970597808,9996.58734961475,9997.89790687881,9997.88346616707,9998.18045805933,9998.39087455853,9998.52447546571,9998.83637501763,9998.46557901384,9998.84002928183,9998.79161108055,9998.81865341253,9998.93483937244,9990.34246384504,9972.92576060886,9984.65323919041,9994.34341482611,9993.63494014062,9994.31266627514,9996.44307648767,9989.54736397435,9983.32634189857,9974.93643248289,9976.60020241425,9977.41222615395,9983.23196721424,9980.54365559289,9978.84178385514,9984.12436287875,9974.65709598595,9977.58597209199,93.9945747604359,94.6912485588708,94.5736874303054,94.6231144792719,95.2888456584719,93.4627842573574,93.6460528944685,93.8945236403049,93.651369745995,92.9756745285993,92.2664534536216,93.416176928474,93.5095305606163,92.8300551137738,92.6852677589239,93.6373591279193,93.2393317858014,93.0525875752942,971.65,971.65,971.65,971.65,971.65,971.65,974.485,974.485,974.870366051557,977.383329446401,976.7249116,80.41158,85.18623,20.33101,44,12.41266,33
"619","San Juan de Urabá",5659,5,"Antioquia",9996.62837488354,9998.84439958208,9999.3619054803,9998.48741216405,9999.31834005283,9999.34198215207,9998.90157387926,9999.37391692921,9999.24319830442,9998.97106912221,9998.97772222536,9998.89020148715,9999.09306373617,9996.74078627452,9998.84665732541,9998.42619443487,9996.82600353563,9998.81380925838,9998.64729166427,9998.50381125627,9998.28196565645,9997.61457179348,9998.18686919014,9997.60706943738,9997.60127743876,9998.00635214081,9998.47882865727,9997.7138112928,9999.55702378272,9998.16728373819,9997.86629637469,9997.85314858137,9999.15847110016,9999.33855974509,9999.08489911518,9997.78543279022,9996.42164154205,9994.34694530379,9994.59759407465,9997.2884728162,9994.9963468144,9997.73528391831,9999.4695369909,9998.89272021076,9998.52915769653,9995.49883419661,9994.05883541978,9993.34908794184,9995.86318987428,9994.98760524666,91.9123971344097,92.6072319666936,91.442738986113,92.6329145838791,93.6388462450726,92.8143984139465,92.2639832459736,91.6882163386324,92.0759311574145,91.7851245701244,92.5352082776774,91.4090012053153,91.5641759201209,90.015724884468,91.8521552304481,91.364711404999,91.1400835004841,90.3356798313661,963.74,964.54,965.35,966.16,966.96,967.77,970.034512021395,970.034512021395,970.771933088274,971.596070074317,969.85593059,76.50214,86.93314,16.50344,38.9,10.81127,28.6
"620","Sahagún",23660,23,"Córdoba",9998.55213555087,9999.25370940974,9999.94450338979,9999.24238115902,9999.0504794792,9999.1279572798,9998.93097846729,9999.38526402864,9999.17821413786,9996.85710583284,9986.60575281946,9986.01256747597,9987.37089616629,9981.51624251678,9985.62342010912,9991.54690653674,9998.27653805506,9998.54572639421,9999.51383978391,9998.49785371397,9998.47974090791,9998.99671993734,9998.16253983332,9997.16132976802,9997.37630499514,9998.45455779083,9998.38361271354,9998.65197417222,9998.07650565003,9998.8351025452,9999.04497151368,9997.85837856851,9999.05784217702,9992.77842959408,9990.03972341204,9999.18453715747,9997.78723911002,9986.26191425181,9991.37225211354,9981.80764856692,9984.91916111588,9996.96231375038,9996.7638825622,9994.54261448936,9991.31018635669,9989.89462851087,9984.22144058951,9989.47489540243,9984.52279137655,9980.48448171713,91.2122488553831,93.914136768603,92.9603549385457,91.7341466823757,91.4276173137666,92.254516164892,93.2113888807338,92.9334688788882,92.5193554854826,92.9594961268765,93.9906798934213,92.5627682467823,92.2680964208058,92.4878962530512,92.7635339114986,93.5252976355648,93.7982471232791,91.3412607665719,976.7,977.22,977.74,978.25,978.77,979.29,979.418866191255,979.418866191255,981.476979572129,983.329281614916,983.42636366,81.43382,87.2647,25.32208,59.6,11.78226,44.1
"621","Candelaria",8141,8,"Atlántico",9997.10211259418,9996.59081837733,9996.24305913294,9996.73713479377,9998.29118849416,9998.05704259277,9996.80991264882,9997.71469146826,9997.6601404158,9997.50322375368,9998.43925197774,9998.23690494214,9997.73287824407,9996.55016206131,9997.17792283507,9997.48344497879,9996.17651631559,9996.73336442644,9997.1405144741,9998.02176138845,9998.04578182819,9998.43119227045,9998.41954436268,9997.80129838185,9997.95873143888,9998.00454401093,9998.13319411182,9997.95297143341,9998.53987545633,9998.17917762993,9998.06903763897,9998.13658144082,9998.27485724843,9994.76791755735,9995.10874162105,9996.83169704241,9996.479197661,9994.39783558847,9994.71968521831,9992.50205404486,9993.28650259899,9995.10546714172,9990.51624645382,9992.82644409628,9993.37023786269,9987.94307866688,9989.98157675033,9990.681615621,9985.71549272758,9987.70496612234,90.4705295020497,93.1382780981067,92.8002873284273,92.6717231960853,93.1344118095144,93.5831405209966,92.9999565657153,92.7298817982176,91.941994148164,91.7111191695837,91.9388890060073,91.3737216373093,91.4129630683435,90.955101930586,91.1916598961518,91.0387579120061,89.9470330827308,90.887366724732,982.08,982.48,982.88,983.27,983.67,984.07,984.188546596687,984.739210596141,984.739210596141,984.582596417869,986.124336776082,76.03384,81.29368,8.34075,48,8.94595,47.9
"622","Saboyá",15632,15,"Boyacá",9999.53649843283,9998.95376164358,9999.3266895531,9997.68945221514,9997.80048564887,9996.28326595049,9999.3055759925,9997.75028463889,9996.80028473841,9993.82098799253,9995.33784112052,9993.8593341673,9994.42316914174,9991.29131574543,9992.00572568471,9996.30940177659,9997.62771980051,9996.34135636371,9997.8803881006,9996.40504118704,9996.57369290123,9998.52124378556,9999.0743831196,9998.95723899988,9999.57638056195,9998.63784684643,9999.53435404961,9999.49141444937,9999.15590960901,9999.17168498807,9998.93115441528,9999.150052078,9996.73859182388,9992.9674550443,9993.46740283519,9993.00510479685,9993.47372569294,9993.42031549054,9970.68342720258,9978.16928847066,9980.60144264555,9997.08330432753,9982.05183885675,9971.68650731804,9978.49024003028,9977.6129089375,9979.35577155641,9976.3019253764,9977.02393925734,9980.73956570092,91.9318866448534,93.3456652789785,92.596877022987,93.1034036471176,91.1077742153503,91.5235411181201,90.7667629272346,91.4760215993081,89.4188211702011,89.9227374548683,90.3928121194,89.6161632405615,90.1444992913251,88.2378986523931,90.1183810396472,91.0515214920325,90.9545644707392,90.3374308673666,978.26,979.13,980,980.87,981.74,982.61,982.61,983.202957123978,983.202957123978,983.700796714739,981.924346548678,83.70379,90.42267,14.32197,58.2,11.55143,55.9
"623","Aldana",52022,52,"Nariño",9999.48237303629,9999.36966061167,9998.19464945586,9999.26247989726,9999.03920527147,9999.18020452093,9999.22139536224,9999.07337888658,9988.71881145446,9987.18400487779,9997.65594663368,9999.19586422893,9992.91309075233,9987.72874402133,9989.23761957572,9994.82442758853,9997.32998689599,9997.71482429926,9997.40236604953,9997.5000908245,9998.76926457752,9996.42740645395,9996.66386069933,9995.59249841658,9996.692485153,9998.70927466768,9997.67296321979,9997.83261800238,9997.88418377167,9998.77208299804,9997.87988663666,9995.60857369463,9999.40851534509,9997.54708913179,9997.53350814084,9997.45598114823,9997.27816098027,9994.54652094593,9988.39341208992,9992.463838408,9989.36204910797,9997.1026691213,9996.81795563676,9987.9640948032,9996.34618896551,9991.93242105552,9996.79106090085,9985.57270540435,9980.82123667245,9988.37109366125,93.6101357681511,93.5383497154871,92.9351489878906,93.8600638553562,93.2162235983156,92.6460594032329,92.1118086262351,93.5586589390346,91.7915811765905,91.8552651084728,91.2507810930703,91.4364515444271,91.6836146765368,91.5332093421211,91.4382663892113,91.7834138401647,90.6675348726446,90.6971907979972,974.23,974.53,974.83,975.13,975.43,975.73,978.157,980.3413,980.3413,979.028671982097,981.182427369536,92.96857,94.3299,38.21402,70.9,33.80762,67.8
"624","Gachancipá",25295,25,"Cundinamarca",9982.0690812142,9992.97077326069,9991.59608634092,9984.96193692121,9980.03573429533,9987.77394943799,9993.78105127277,9996.75261077739,9993.91111528165,9994.42116772347,9997.14921295243,9999.15502924745,9998.53589027378,9975.44695141651,9980.86397791958,9964.20000088959,9997.76861394097,9998.74338495418,9998.1508419935,9998.18117643044,9998.96041806232,9998.38735393869,9998.45474741478,9998.81082089096,9999.07718646039,9998.82302146334,9998.6784697896,9998.12133749587,9998.74054083804,9999.21546595474,9999.19929908135,9999.03066507512,9991.46042443974,9995.78539857538,9994.038360157,9997.3391246074,9995.63096094776,9986.07425423029,9973.68876885094,9976.95917518893,9962.88966409095,9990.57547587075,9983.55694600644,9987.81240997148,9986.38742517382,9983.00283212885,9984.0559859858,9952.60875245788,9954.29299162893,9940.13452894103,92.2222625230771,92.2902240246758,90.794346182643,91.6617781406425,92.0371476255899,92.9902461554757,88.5131573307244,88.5241712462706,89.4291308215226,87.036407008142,91.2967733113816,88.9177782866137,88.8962593654447,87.7055082586587,87.0635288007948,88.825042656744,88.049148921094,87.8209249794668,985.1,985.26,985.43,985.59,985.76,985.92,985.92,986.78025659985,988.102230939865,988.094023458788,986.672449859767,95.96214,96.9119,66.58354,88.9,58.4617,85
"625","Ciudad Bolívar",5101,5,"Antioquia",9994.98540713359,9996.90732596398,9997.54004675426,9998.80640294061,9999.44807224686,9997.54086213671,9999.39102982704,9999.15972441218,9999.33855016792,9999.09641534205,9998.06112902905,9998.29476251142,9993.1527705978,9992.94505748589,9990.48563616236,9989.8355308715,9990.65030969938,9995.07622248275,9995.19236264027,9996.65721173614,9995.17469483418,9995.53993416946,9996.45679713902,9996.77536645716,9996.29775602569,9993.56863499714,9992.74869867813,9992.88179002885,9986.53508548437,9991.35624925751,9992.61026801304,9982.99970353823,9998.46733346128,9999.3979654201,9998.90056547454,9998.79315642399,9996.9906810597,9989.0456108144,9988.26646394002,9991.73336205737,9987.92291710194,9998.77062301655,9998.8977949375,9996.72442413801,9997.70410915987,9996.08548677697,9977.9172639801,9969.67882015681,9975.57799697406,9972.30850069818,90.8117200289001,91.1770958526813,91.9852025466317,91.797919769804,92.7694539159969,92.4575465591629,92.5970823974334,92.5954694308455,92.9913786034796,91.9712843606115,90.3392524304933,92.4391264983256,91.401517473791,91.8392092491521,92.0878930707798,91.8016957478977,91.8272810340932,90.0266436186494,983.5,983.68,983.86,984.05,984.23,984.42,984.42,985.26077179974,986.734694619766,987.53973101949,988.3563462,84.16486,88.84018,36.74423,59.6,22.35891,42.3
