"","municipality","code","DP","state","eb_ntp_2003","eb_ntp_2004","eb_ntp_2005","eb_ntp_2006","eb_ntp_2007","eb_ntp_2008","eb_ntp_2009","eb_ntp_2010","eb_ntp_2011","eb_ntp_2012","eb_ntp_2013","eb_ntp_2014","eb_ntp_2015","eb_ntp_2016","eb_ntp_2017","eb_ntp_2018","eb_nmr_2003","eb_nmr_2004","eb_nmr_2005","eb_nmr_2006","eb_nmr_2007","eb_nmr_2008","eb_nmr_2009","eb_nmr_2010","eb_nmr_2011","eb_nmr_2012","eb_nmr_2013","eb_nmr_2014","eb_nmr_2015","eb_nmr_2016","eb_nmr_2017","eb_nmr_2018","eb_ndvr_2010","eb_ndvr_2011","eb_ndvr_2012","eb_ndvr_2013","eb_ndvr_2014","eb_ndvr_2015","eb_ndvr_2016","eb_ndvr_2017","eb_ndvr_2018","eb_npir_2010","eb_npir_2011","eb_npir_2012","eb_npir_2013","eb_npir_2014","eb_npir_2015","eb_npir_2016","eb_npir_2017","eb_npir_2018","eb_nubr_1998","eb_nubr_1999","eb_nubr_2000","eb_nubr_2001","eb_nubr_2002","eb_nubr_2003","eb_nubr_2004","eb_nubr_2005","eb_nubr_2006","eb_nubr_2007","eb_nubr_2008","eb_nubr_2009","eb_nubr_2010","eb_nubr_2011","eb_nubr_2012","eb_nubr_2013","eb_nubr_2014","eb_nubr_2015","nimr2005","nimr2006","nimr2007","nimr2008","nimr2009","nimr2010","nimr2011","nimr2012","nimr2013","nimr2014","nimr2015","Litr2005","Litr2018","nmpr_2005","nmpr_2018","nmrpr_2005","nmrpr_2018"
"71","San José de Uré",23682,23,"Córdoba",9999.07361160182,9999.29144220791,9999.3922498206,9999.02935658571,9999.25348459591,9999.26816389724,9999.44200748164,9999.52509225805,9999.5994719466,9999.35718662393,9999.22921390143,9998.15191769357,9999.00909106504,9998.62728726001,9998.13703034829,9998.08694481896,9997.49021478296,9997.40289778086,9996.6975796653,9996.22583165147,9995.04290616476,9992.07455478405,9995.30639541609,9996.16542479237,9997.64226754755,9997.93436970052,9997.27489390393,9996.71902438812,9998.20121590868,9997.88308315402,9998.67221078806,9992.01755922922,9999.54065072988,9999.64059077572,9999.36895563121,9999.52013894301,9996.86252190841,9995.40572794491,9989.94991232726,9995.60063086397,9997.51908376313,9999.04994081518,9998.33360447462,9997.91225673071,9996.68608634767,9994.13753214481,9994.94679878286,9993.170434518,9993.14646345639,9991.63237578342,94.2541956383341,94.0100324764289,93.5152416208648,93.4922284696731,93.3267512538038,93.3318214006564,93.230273725368,92.9228748657136,92.8264620911775,92.3328229050288,92.0767640827181,91.5752436184249,91.558948526278,91.8088271657777,91.9998176432968,91.9624710162958,92.4162147618833,92.3026717025887,971.76,972.38,973.01,973.64,974.27,974.89,974.89,977.401,978.720948837711,978.104293180931,979.166966884943,71.61826,84.41776,13.2553747,38.7,7.2454087,32.5
"72","López de Micay",19418,19,"Cauca",9999.80951546473,9999.27891352886,9998.7596251452,9998.78590679161,9999.74855092158,9999.74892782036,9999.77051811914,9999.74068626768,9999.74529515555,9997.67460963577,9999.19136526505,9998.72723630717,9997.76701145505,9999.23881410536,9998.27859929295,9999.56873691957,9998.93125353308,9998.33280363225,9998.54125684856,9999.33645476473,9996.96671274025,9998.84899661808,9996.28006822652,9997.65086069075,9995.90121721308,9995.83498843793,9998.86845920555,9997.27710215072,9996.80430222533,9997.73185238189,9998.20004732961,9993.60604279028,9999.76793719709,9999.7294129553,9999.90531485691,9999.72638914675,9998.66005285657,9997.69416506161,9997.21037791687,9997.66520985002,9998.17218011166,9997.20321546144,9997.6390059385,9993.09466591729,9997.74260001829,9997.39347025731,9992.15218896673,9993.41904589435,9994.91222849262,9995.91575090214,94.1956099228561,94.5310768133525,93.6178129005585,93.1722716768224,93.4750342262609,93.2667275924126,92.7220612357437,93.759603737981,89.9042497198259,91.7533845643167,91.3922013916419,90.9251570419768,91.2319038487977,91.862354079703,91.3513715566318,90.0502706237446,91.0064690220839,91.8089416541747,971.98,972.02,972.07,972.11,972.15,972.2,974.98,974.98,975.776487413229,975.776487413229,978.547657253155,56.2955,83.17638,12.14672,18.8,5.99015,15.1
"73","Tibú",54810,54,"Norte de Santander",9998.53395375968,9998.82591451534,9999.31199943879,9996.09770494631,9998.49953143471,9998.62318039073,9998.532403778,9998.54465040731,9998.74798945261,9995.16904651225,9997.52944661371,9996.52925060505,9996.23617112487,9995.68869054074,9997.0099045816,9995.70190322958,9952.28017215764,9964.08167255235,9986.7949010665,9983.07087968368,9990.86640374683,9991.15907503462,9995.63162584208,9992.91808866785,9993.42606728035,9990.47603181295,9994.15822706873,9990.77070336051,9993.1933359606,9989.78430505967,9982.49212346464,9985.51120664754,9998.19523852319,9997.23155042647,9990.49205175666,9990.46451234882,9986.47159267903,9981.50795802192,9979.36980315621,9986.8703038489,9978.7116210319,9996.98048937593,9993.74718428584,9979.50834192863,9983.49673950033,9988.88865989334,9983.11390953116,9976.10586195506,9980.05940335622,9976.17703673769,94.8307237809273,95.2726975832789,95.4373927529357,95.2803149240796,94.9453040983908,94.3527137052499,93.7577411741308,95.070053153215,94.7449521194096,93.5783094068886,93.6637411645169,93.7959221160911,94.0770573661729,93.8798805408556,93.8905493434753,94.2018323593337,94.0064236003909,94.1527329617679,977.27,977.27,977.27,977.27,977.27,977.27,977.573523112624,978.899617207158,979.286792482068,979.725595604617,979.96807625,72.06574,88.01107,14.85439,42.4,6.62860000000001,34.8
"74","Páez",15514,15,"Boyacá",9998.94341600797,9998.95556758694,9998.42406849621,9997.26118775372,9997.58520415593,9997.42266937102,9997.67896404824,9997.39663643263,9994.16562199958,9989.01954305839,9994.19029897426,9997.12325527332,9996.34631801164,9993.37071562735,9993.34384007223,9996.20208809818,9998.87939531975,9993.71477127499,9999.1521009108,9999.1083814411,9999.22322705197,9998.06838365151,9996.21639883665,9999.11519719479,9999.31022920046,9997.57506964718,9999.23980980941,9999.2426173397,9999.37936694424,9999.32095437325,9999.50293170355,9999.43133587959,9996.46247192251,9996.11427597215,9985.89665385131,9977.85630558371,9988.02902024795,9979.16500610663,9971.62897173097,9990.5534547333,9977.26032228809,9989.22390887728,9986.32471614484,9985.0327940407,9986.6494930402,9984.76032374791,9985.18579432206,9979.78256144298,9966.91651681353,9980.53357724092,93.5722361949175,93.7596426777326,93.6893796825202,94.6211704740213,92.4766392046988,92.7194389079014,91.2442819145962,91.6219591405432,92.0989317081605,92.0344244351641,91.3808997151244,91.0691719778205,91.2903531291789,92.0203117169037,90.964273628849,91.5297475512655,91.5308444709553,91.016136053265,979.38,979.48,979.58,979.68,979.78,979.88,979.88,981.892,981.892,983.7028,983.49733516,83.61949,91.28905,30.7072,63.5,18.27243,51.5
"75","Magangué",13430,13,"Bolívar",9998.59887485249,9996.81522528865,9999.25781096068,9990.29661105082,9992.34790879779,9992.28259010301,9993.78151368966,9992.12359023784,9991.4676680089,9990.42982653295,9989.63598200074,9985.85677974977,9989.99020946715,9979.6553467212,9985.38120551394,9977.62343332763,9997.8110228067,9997.80227111889,9998.17861919971,9998.45346779252,9998.78157685667,9997.97810627395,9998.6182935703,9998.40007912569,9998.91887751802,9998.23592276989,9999.24684690942,9998.52787756396,9998.64332789952,9997.82179824575,9997.98442212377,9998.74558045365,9998.42239599889,9996.80254488263,9984.21751705608,9982.59168350014,9984.16930200331,9978.71977995135,9979.9942884358,9981.10569983396,9984.90538737232,9990.8673892778,9989.27610322352,9983.30286147684,9989.8826225162,9989.53614019613,9987.11328255231,9979.8155938375,9976.77085921872,9974.6052148682,91.8550176783899,90.8322594067957,91.4390972150446,91.7415899616057,90.532266322756,90.9557048122218,92.7744148917104,92.5525754120037,92.0041962206838,92.6063501240403,91.3880260200181,91.4819369668741,91.709504816548,91.6206391095389,92.1455242969418,91.7801911896165,93.2050213596604,92.2628016638703,977.02,977.53,978.04,978.55,979.06,979.57,979.796122147087,981.816509932378,983.63485893914,984.949237128427,985.46674196,80.68469,88.87428,27.01502,50.9,15.08946,39.7
"76","Curití",68229,68,"Santander",9994.98968460411,9995.82754095232,9998.21893938213,9998.9077515519,9998.29420195563,9990.70530313127,9984.66461849704,9993.38165613158,9982.19103516301,9987.64833590498,9987.69788462156,9993.78763607722,9990.90531020994,9983.76512710533,9991.17496643397,9991.7189148219,9997.06682463959,9998.26414162678,9997.37770322641,9998.11303156568,9998.60292633532,9997.95062756564,9997.94137860218,9998.42809001122,9998.72135145451,9998.35242174093,9998.69200305573,9998.83533926303,9998.76541851013,9998.89679813575,9999.11062430461,9998.76399267779,9993.14384272082,9994.39962387811,9995.71502304769,9992.975229699,9988.14742670722,9980.11410596732,9987.02408504517,9987.31993181075,9991.61684831955,9981.50399199984,9969.03236828147,9969.68638854788,9974.87413864111,9974.04635988622,9963.13355755518,9972.73158733857,9975.67068048756,9976.03245636505,94.1218883468078,93.4714387750412,93.6728521617032,94.6783195220884,95.4486471419331,93.178540149151,93.18403319671,93.8880407088336,93.7340601687169,93.5520014332824,91.8156064151488,93.643788058593,93.2271639971499,92.8099051317912,92.6803799935093,93.1255769067571,93.9584893793636,92.4077231738418,976.54,977.48,978.42,979.36,980.3,981.24,981.24,981.24,983.116,983.302039534426,981.308970973255,87.63552,90.88593,36.81231,64.3,29.40883,55.1
"77","Santa Rosalía",99624,99,"Vichada",9999.34782727054,9999.37350047216,9999.00929553591,9998.3085270848,9998.92836772447,9999.03809150061,9999.46836577303,9999.28350413564,9998.23526438655,9998.97323960677,9999.29191740998,9999.4652733307,9995.86350112644,9996.73097532155,9999.28759203907,9996.83844125473,9999.66574512299,9999.0826361368,9999.64203894616,9991.10630580357,9992.75817887795,9994.69011715453,9998.3889416958,9995.75938432543,9997.54909469685,9996.06209648452,9997.37513671163,9997.83207410892,9997.4990968961,9998.53516087106,9998.05535982744,9997.52056392931,9999.15774601687,9997.6514394739,9992.70884775203,9999.14890991112,9996.98388333932,9997.38950346169,9995.25219630268,9994.66177074005,9993.09835452332,9996.66888527876,9994.59258331262,9993.91167204893,9994.06378230341,9996.66340653274,9993.61358171253,9978.77515488022,9992.04784712894,9992.2009918949,93.5455993842623,94.4041450777202,94.8985307170869,95.5382208513897,94.6428103578724,92.5207756232687,94.0309547120001,95.0812932891148,92.4632352941177,93.1216619356587,93.9068100358423,92.8829915560917,94.251497005988,95.2225315482776,96.4106520152845,94.5004582951421,94.4480702773809,94.9330783938815,963.47,964.28,965.1,965.91,966.72,967.53,967.53,970.777,970.777,970.972118747838,969.71498113,77.87457,90.95057,9.75533,43.2,7.58725,31.6
"78","Taraira",97666,97,"Vaupés",9999.47685064086,9998.23457725761,9999.77598677446,9996.22556050426,9994.27832230459,9991.38161496363,9993.19475065148,9999.03693359657,9999.76170618372,9995.2734118121,9996.49671859308,9998.14986123959,9997.02278712928,9998.4119421947,9998.87640449438,9997.61209869992,9999.47685064086,9999.48436331761,9996.03344156977,9999.56222919993,9998.77620864515,9998.52394892863,9999.26996641845,9998.40980355412,9999.76170618372,9999.76410643518,9999.53289581241,9999.30619796485,9998.3904310624,9999.54626919848,9999.55056179775,9999.46935526665,9999.27770019743,9995.2364858515,9999.76410643518,9999.06579162482,9999.5374653099,9996.8216180284,9988.51030188092,9982.12598277034,9978.64132596207,9997.35156739057,9999.52341236745,9990.99568459212,9986.63256367906,9987.95348652259,9991.38821603903,9985.98245559853,9985.7830922896,9981.84079328566,95.5631399317406,95.8691910499139,96.8698517298188,98.2014388489209,95.3346855983773,94.7470817120623,95.5249569707401,96.2894248608534,96.0573476702509,95.8742632612967,96.1005878774579,94.8136142625608,97.7038095075178,94.2815249266862,94.8275862068966,95.6314468353136,91.8414918414918,95.3074433656958,939.21,941.24,943.27,945.3,947.33,949.37,949.37,954.433,954.433,958.484891286357,954.61483383,63.99254,81.90045,10.04926,14.4,2.23529000000001,0.799999999999997
"79","Fundación",47288,47,"Magdalena",9998.78881928574,9999.05075816466,9999.07284586189,9995.47215399595,9996.96980612796,9998.66381267,9997.95965616665,9998.64740662957,9998.82552325152,9995.35398401183,9994.6644523957,9993.47159788042,9993.64779388134,9988.82004391927,9985.8291558344,9982.96330946659,9986.05607293565,9988.47320495479,9992.56433305384,9993.91166068761,9994.94352185851,9993.43915110621,9995.47397108164,9997.01810196983,9995.95433684217,9996.864753251,9997.72483156253,9998.57969629505,9998.36329193041,9997.70241154484,9998.25072948562,9998.48307256641,9999.48918734378,9999.33429715987,9991.7847355461,9986.05034599872,9987.69667008845,9981.3819809625,9972.2995988022,9988.2948788701,9994.96691616537,9997.17764691295,9997.06036407269,9983.7016982739,9983.40893993001,9985.65780763689,9981.90574566944,9978.94207563675,9979.61124152581,9977.94784179154,93.0426608894197,93.8504301706766,94.0935225139778,94.8656285410757,94.3184700094466,95.856868169911,94.986397321488,94.3182903075265,94.6131877198715,95.6051673677861,93.3700890857964,93.24358532112,93.2201028507732,94.6353123933133,95.3248542594687,93.1305583695455,92.7518323323669,93.0380265333853,982.95,983.33,983.71,984.09,984.47,984.85,985.701129415973,985.701129415973,987.131016474376,986.317748467213,986.76137298,87.09218,89.06928,31.59688,56.1,3.88554000000001,15.1
"80","Chitagá",54174,54,"Norte de Santander",9998.87551078671,9998.9252732033,9998.0455028542,9998.64258274314,9998.64103604201,9997.68553482017,9998.70264937664,9998.73824353362,9997.29457983797,9997.31166114465,9997.22671881767,9997.35477780984,9997.21891025583,9997.97086214102,9997.07585904712,9994.37895354944,9997.3645434668,9988.90654138573,9996.33553111565,9995.90667421358,9996.55307659079,9993.33305999279,9996.93581428407,9997.54851222847,9994.15392776907,9996.76729940267,9996.42253375415,9998.05066852909,9997.11787320005,9997.27318049874,9998.93077564286,9994.77753158374,9998.33612746924,9997.95196551029,9994.64717023625,9978.21107402137,9983.11155443955,9981.2379040727,9990.02217466562,9992.86839720624,9994.46335287914,9998.0646187881,9991.79400914392,9990.70542545148,9980.72088006853,9985.82262535489,9983.76515539532,9985.27363636914,9988.29594008613,9976.50593555753,94.2861139941789,95.2726975832789,95.1184057810677,94.4929199550989,94.9049964135799,94.5910813058026,93.9597563106553,94.5368410745101,94.1301774421289,94.3168815303514,93.780811692437,93.7959221160911,93.5000317638977,93.7384440179008,94.1657347295385,93.8662704257098,94.1136449497635,94.1527329617679,979.32,979.78,980.24,980.69,981.15,981.61,981.61,981.61,982.888224402496,982.888224402496,981.45951829,86.90268,91.90818,22.16069,45.2,8.03859,31.5
"81","Barbosa",5079,5,"Antioquia",9994.6021636278,9998.05334577558,9997.87397552694,9998.13140204869,9999.01611720362,9997.77269454299,9996.60155667192,9997.70704272966,9997.49895327871,9993.69322979077,9995.10915925531,9996.09053631702,9986.08107153229,9986.15058706069,9988.10747423178,9979.38706091808,9992.87435083318,9996.29909857888,9993.9277105661,9994.19582889331,9995.84805029613,9995.06330812103,9996.88246286895,9995.06591176443,9993.20537272553,9990.78454004565,9990.0971805909,9990.86710532112,9992.95674452487,9997.57658753422,9996.74897034996,9995.55528185064,9998.86868046592,9998.97062009898,9999.47330605382,9998.8892639237,9994.21788700619,9988.13227796943,9980.501269865,9976.56626784825,9976.43400061818,9998.41201664249,9974.54173041371,9971.19904394726,9995.37105783244,9990.19510083654,9984.03728314846,9969.93513070957,9971.93737638652,9969.86094486679,92.1457741658568,92.4917713765553,93.0694361647694,91.8154523594214,92.8661058836842,91.2911956862721,92.5695809070275,92.6229166196327,92.1453054080848,91.6460984201472,91.4857809001366,90.0809099632549,90.9436875274377,91.183416780951,91.5845055061206,91.683368396102,90.6120633084178,91.5181764942262,986.7,986.84,986.99,987.14,987.29,987.43,987.784334860039,987.784334860039,988.789102001036,987.744981951802,986.209428190363,93.30184,93.86696,53.00466,77.8,38.8526,70.6
"82","Barbosa",68077,68,"Santander",9982.70379664389,9993.16875435157,9992.07532473668,9993.57792631611,9988.56408930077,9972.19780279334,9959.37089987142,9961.06461752823,9957.11862551804,9963.6566482917,9960.10147049409,9960.54912543174,9959.74141179424,9956.15243622148,9977.06364156261,9977.06731413215,9997.10980784251,9997.20093869309,9996.43160189193,9994.79550166585,9998.62875725795,9998.56725198104,9996.8907790591,9997.96702023098,9998.4497297566,9998.53699936537,9998.48191244532,9998.52379651009,9999.08961397206,9998.51401740477,9999.04655036091,9998.7767994092,9986.84326852638,9989.98752966334,9987.67939140095,9988.14617821398,9976.05999326437,9972.35593259737,9975.55107628457,9971.31950010181,9962.38720967174,9948.8393294181,9932.28472290696,9944.25504910147,9933.42366870252,9939.4492704382,9923.47777512854,9933.11217528896,9936.56998819541,9927.93890502959,94.9415006856759,93.820906994637,93.7957295607443,94.0024994066516,94.4542621445133,92.9879479237254,93.4119393305698,94.5278817566106,92.834223993836,92.3406667164941,92.3749771956925,91.8031536442421,92.6198420280449,92.4594976874978,92.2781830536818,91.6948522613202,92.9770911567645,93.2468900982037,985.12,985.72,986.31,986.91,987.5,988.1,988.1,988.1,989.186483000015,990.267834700014,989.129463324874,88.90792,93.58564,52.48469,78.4,34.53633,65.4
"83","Barichara",68079,68,"Santander",9995.32091199935,9998.78111234387,9997.40112186921,9998.39588053865,9998.68842357026,9982.88987704618,9990.06892737792,9984.11571286163,9988.49919008705,9993.1340558064,9993.1633513386,9989.12468232277,9995.56263418683,9991.75975593979,9993.3911664369,9980.22678145599,9997.06201161239,9998.50666605423,9998.69564223126,9998.23914586928,9998.32072384315,9997.3992611952,9998.62680838181,9998.52320460302,9998.61506449499,9998.53677145308,9998.89276892923,9998.71749981718,9998.62875183596,9998.809158129,9998.83731029613,9998.98175915466,9995.11349672319,9981.24725524968,9993.71439773173,9996.02303609379,9990.97464345758,9993.70205719251,9981.7473451124,9984.85317306641,9977.00651495982,9980.66603944154,9984.58260493455,9989.41755964077,9986.00841800772,9985.62750689306,9980.89461100322,9979.16084790388,9985.52397959437,9985.28304407581,94.043294436946,94.5615341883764,93.994021890946,94.0634526726498,94.5833141079519,94.2886793476858,93.2529189967983,93.1684081847464,93.1718508814862,93.3527410255649,91.9612565137183,93.0608011179053,93.4270446603813,92.4735904649419,92.5879894348191,92.0853141648772,93.4812979865105,93.0286060772124,982.88,983.4,983.91,984.42,984.94,985.45,985.45,985.489051080506,985.490181208897,986.504523371658,987.28624009,94.15794,92.59198,49.98565,71.5,34.29595,59.9
"84","Ibagué",73001,73,"Tolima",9968.87317175652,9975.10285085493,9975.43425498411,9976.40255183762,9978.31199914363,9973.3093673356,9973.63295154603,9970.51004384032,9958.40822551111,9959.31672189556,9961.19580298472,9964.29415445893,9958.13188920025,9948.82524682939,9949.99394664817,9930.16554871456,9997.59145898093,9997.71253939957,9997.67781861032,9998.0154256439,9997.27516436588,9997.46800038384,9997.66123636755,9997.52734563235,9997.90903531017,9997.86605085629,9998.26993197359,9998.27074136142,9998.1288539421,9998.17436353835,9998.34165312637,9998.40686060797,9995.08844314789,9994.82016972894,9994.4088083414,9994.93146519998,9984.00116927613,9970.74604270608,9968.24224369049,9979.58102266338,9977.32136875194,9982.53818525622,9980.83715762596,9976.20555245751,9973.00369595843,9962.44554065715,9958.50157896492,9948.81214144006,9951.08101839599,9949.47833099298,94.2444999095256,94.2387258410916,94.4483598731576,94.3376842607378,93.7791107452346,93.9190342966489,93.7573409630035,93.9325036811932,93.4824059516744,93.9927396240621,92.9497150469744,92.4484820786009,92.4563017566125,92.883934916335,93.014714225222,93.7393526405451,92.8363400152959,93.6326368339056,986.56,986.72,986.88,987.04,987.2,987.36,987.820024162596,989.038021746336,989.63842801681,989.106317246351,989.33246006,93.4307,95.62391,65.03121,85.2,21.94502,57.4
"85","Barrancabermeja",68081,68,"Santander",9990.3961424085,9986.43074213388,9985.41552269355,9984.55603598254,9984.27471032921,9973.84997230531,9985.16165924806,9983.51054191337,9984.80662845524,9978.47419579002,9977.80000944994,9969.70947099065,9969.95778358354,9958.90647745131,9951.55480624213,9949.25468042202,9994.00164364068,9994.24538954642,9993.11824073222,9995.65211333873,9996.93042887063,9995.47492249272,9994.30067098893,9996.0668011933,9997.07192949089,9997.95085924828,9996.03350723349,9997.05088392434,9996.92319876187,9998.39942478627,9998.56094862744,9998.61940425477,9984.99074147028,9984.73174796809,9982.82268305016,9986.85407402537,9978.70414168244,9910.71717049499,9921.78811905728,9948.04552853645,9955.65964902161,9970.81895738671,9967.48753826528,9962.07444309297,9967.20158060672,9971.31318058309,9961.33501339082,9948.23548800632,9946.26060788528,9939.70905164313,95.2040641464086,94.9701738194764,95.4514895856425,95.4290581885339,95.375486365567,94.9700961222731,95.4465987633514,94.9033522987204,94.8540429492815,94.0879912835752,92.8638693029454,93.3620366681819,93.5037482831643,93.0226586578319,93.2975749515978,93.712389206955,93.7340080727435,93.8797365362592,983.31,983.81,984.31,984.81,985.31,985.81,985.81,985.81,986.12208190843,986.719828427197,985.8420878,94.45339,94.43585,56.69544,73.6,19.02421,71.2
"86","Barrancas",44078,44,"La Guajira",9999.51582201667,9998.86279491095,9999.50144475938,9997.16437270253,9993.70398316804,9998.95877993538,9997.80894723144,9998.99064292153,9997.53622182359,9997.28541818806,9998.16737337192,9997.38129430529,9996.6061092261,9994.69854703476,9996.64700685855,9992.98448541421,9989.89152920093,9993.28800742451,9993.86421044247,9994.66097153392,9995.69576795288,9996.912065932,9998.07387422836,9997.57818072698,9997.68541824888,9998.04136146197,9996.15698330064,9999.19462559623,9997.75136883102,9998.0143140849,9999.47486259103,9997.25686297296,9998.48183037873,9998.25365047393,9997.88757955575,9996.59326876314,9995.80164347502,9993.41174683754,9996.98685712161,9996.77840643594,9997.12595946433,9992.91537732049,9995.48150677984,9992.36094841025,9994.54746787427,9989.06562909818,9990.92315397855,9988.42220459007,9992.01622182325,9987.71266948149,91.7657893865351,92.2315553347221,91.9309742811072,91.1920656705436,92.7525109547266,90.4853859725486,93.7166842425385,93.1041756942672,93.5936821314004,91.7713268379728,91.3854829329659,92.1451670728422,91.3434576151248,92.4279153216943,91.8818352804803,91.0218982360024,90.8786230155769,90.9830395332012,969.08,969.8,970.51,971.23,971.94,972.66,973.186969621417,973.186969621417,975.868272659275,975.920826385541,976.139056,77.93625,91.58175,28.82493,53.3,11.96829,43.2
"87","Cotorra",23300,23,"Córdoba",9997.81953103828,9999.05231453794,9999.72992870261,9999.47491649629,9999.63747686573,9999.47694102831,9999.02925999907,9999.65989481333,9999.71025028069,9998.97240628831,9996.36578325458,9998.65939524382,9998.67691332863,9996.07135174641,9994.38159032617,9998.66064755115,9998.59824015915,9998.22413133574,9998.76386657598,9998.53286309489,9998.44290362714,9999.34393334536,9998.38882605826,9998.93478330402,9997.20888906037,9997.56574268501,9998.13070938719,9998.35275258761,9998.59631308927,9997.65841909579,9998.57345880505,9997.27951051413,9999.60079084661,9999.72967717376,9999.52595347381,9999.62354468902,9998.06972755006,9992.52337561784,9989.07520380019,9992.4668599319,9994.24399489011,9999.2860573233,9998.71877817126,9997.91599387534,9990.50753037295,9989.29526257261,9985.14381441367,9987.48060948267,9990.26957930938,9989.65112032687,93.2517471939842,92.6993815310224,92.8827259923252,90.9971328106568,92.017424913838,92.6725680728197,93.4706458321592,91.5347921847858,93.0769681395253,92.2130585752671,93.1509308981495,91.9110014359308,91.271990288326,92.081131988062,92.1225212168662,91.9460418117646,92.0481988796118,90.7906702065906,972.65,973.26,973.87,974.48,975.08,975.69,975.831833620313,976.883947808148,977.129821034862,977.671814150627,979.904632735564,78.52846,86.80125,13.37105,60.3,11.85447,62
"88","Soledad",8758,8,"Atlántico",9994.71671742623,9995.28162141434,9996.54255061674,9994.21834404522,9992.33870984655,9986.33055920756,9990.77510027362,9992.50917862931,9992.46342362439,9988.22869743195,9990.11249567934,9989.54500173275,9991.92017742661,9987.73509164328,9983.88183674167,9963.32340458683,9996.14470791728,9996.79238867481,9997.15127255855,9997.22848816464,9998.01865531559,9998.36525075078,9998.42550283344,9997.45443695299,9997.63318204911,9997.58479924727,9998.21533190415,9998.183386002,9998.49344140242,9998.16146169347,9997.9670291978,9997.50210850002,9992.35694673958,9988.11134181497,9991.10306652522,9993.39123384973,9990.68424886907,9982.86142824059,9982.53947902276,9988.36778845911,9990.73476186957,9993.48008208141,9992.97700808928,9980.55133524575,9985.59908372477,9987.73143059493,9990.28974432613,9984.13735256207,9983.10870913259,9980.37329793747,94.2738263926183,93.5458981474513,93.6605591890941,93.8201331435578,93.0486202348965,93.9017413869483,93.2003569134729,92.953387094237,92.4033582647281,91.7802409070266,91.2812323283629,91.3737216373093,91.4129630683435,91.2078589286596,91.0922825077813,90.6875758073968,90.2784022745367,90.483695911861,983.08,983.26,983.45,983.64,983.83,984.02,984.02,984.74588044782,986.030813570041,986.699899293864,986.699899293864,93.76357,96.73042,54.58614,81.4,13.16819,18.3
"89","Becerril",20045,20,"Cesar",9999.46607776762,9999.22619171686,9997.51522492367,9996.79469965841,9999.01361655975,9997.80845803963,9996.58724096324,9998.47578735542,9996.88983684301,9996.10210628692,9997.37149364846,9996.08485357942,9995.19448567789,9982.42071593453,9981.36187473397,9992.65399897644,9986.01246331556,9991.21882576723,9995.48553644911,9997.44169897745,9995.77131933153,9996.96638258485,9996.81254470495,9996.99410069705,9997.94716888577,9997.63902636919,9996.92252263835,9997.82246101745,9997.79995428635,9998.32633455454,9997.62668911816,9997.55141309002,9999.23096431068,9999.72879049509,9999.36201183253,9999.14714342197,9998.79068795629,9994.22462432706,9995.9181106984,9995.82145019346,9993.14755333265,9996.3866183555,9996.76099912701,9993.80426461784,9996.04108118673,9994.94299651185,9995.66676296021,9985.21386821559,9989.29725619167,9982.37986150113,95.0721149810207,95.0078363752631,94.7632264269655,94.4723095685783,94.7599198451461,94.298599062675,94.4581598944172,94.4348846422337,94.2553914251191,92.7390468747822,91.1552060363059,92.2030626136864,91.7179953656115,91.7619501467803,91.5926446348632,93.3091689387356,92.3443036863526,91.7407083070657,973.06,973.66,974.26,974.86,975.46,976.06,976.06,978.268502562772,979.944832272289,980.125673085996,980.125673085996,79.37724,89.75729,29.28803,51.4,5.06959999999999,19.9
"90","Chigorodó",5172,5,"Antioquia",9999.69325132391,9999.71497004886,9996.97243330472,9997.24395799648,9996.90885304116,9995.27362165968,9995.14255612451,9994.49315317453,9996.22455661367,9994.57548181243,9992.92043207698,9994.3524152387,9993.88003819358,9991.31507916843,9989.45927510811,9990.85865122969,9993.98325621404,9996.75117653669,9995.45727837319,9996.48768830228,9995.37363352207,9995.2607601177,9993.46647231701,9992.26508638578,9993.19014561997,9993.81175276032,9996.50062772785,9997.26256920728,9998.09941454538,9996.58600529705,9995.51953813504,9993.252185382,9997.59721771626,9998.8860589142,9994.83275374115,9995.29638987434,9991.29309338186,9988.64200464742,9989.02377516024,9990.66418258305,9996.16406759969,9992.23790748272,9993.02980573187,9988.18532776891,9989.85501877526,9989.42105211568,9985.35948216236,9984.44570215955,9983.74408618479,9984.19140267038,93.6805433088743,94.3374401223575,94.2160747320258,95.1691047796614,93.820890225091,93.1595726721767,93.0164517295875,93.2373360818084,91.1814831995422,92.7162441830709,92.0657349184254,92.5162370882854,92.8126790268526,91.745112431409,92.6336369662036,91.7160988187819,90.6787065868164,92.5129731384472,982.34,982.74,983.13,983.52,983.91,984.31,984.31,984.971986692393,984.971986692393,983.471219906486,985.124097915837,84.57919,89.92418,33.89765,62.3,9.51948,41.7
